provident,(adj) providing carefully for the future
puissant,(adj) powerful
punctilious,(adj) marked by precise accordance with details
pungent,(adj) strong and sharp
purport,(noun) the intended meaning of a communication
pusillanimous,(adj) lacking in courage and manly strength and resolution; contemptibly fearful
quagmire,(noun) a soft wet area of low-lying land that sinks underfoot
quail,(noun) flesh of quail; suitable for roasting or broiling if young; otherwise must be braised
qualified,(adj) meeting the proper standards and requirements and training for an office or position or task
qualm,(noun) uneasiness about the fitness of an action
query,(noun) an instance of questioning
quibble,(noun) an evasion of the point of an argument by raising irrelevant distinctions or objections
quiescent,(adj) not active or activated
quorum,(noun) a gathering of the minimal number of members of an organization to conduct business
raconteur,(noun) a person skilled in telling anecdotes
rail,(noun) a barrier consisting of a horizontal bar and supports
raiment,(noun) especially fine or decorative clothing
ramification,(noun) the act of branching out or dividing into branches
rarefied,(adj) having low density
rationale,(noun) (law) an explanation of the fundamental reasons (especially an explanation of the working of some device in terms of laws of nature)
recalcitrant,(adj) stubbornly resistant to authority or control
recant,"(verb) formally reject or disavow a formerly held belief, usually under pressure"
recluse,(noun) one who lives in solitude
recondite,(adj) difficult to penetrate; incomprehensible to one of ordinary understanding or knowledge
redoubtable,(adj) inspiring fear
refractory,(noun) lining consisting of material with a high melting point; used to line the inside walls of a furnace
refulgent,(adj) radiating or as if radiating light
refute,"(verb) overthrow by argument, evidence, or proof"
regale,(verb) provide with choice or abundant food or drink
relegate,(verb) refer to another person for decision or judgment
remonstrate,(verb) argue in protest or opposition
renege,(noun) the mistake of not following suit when able to do so
reparation,(noun) compensation (given or received) for an insult or injury
repine,(verb) express discontent
reprise,(verb) repeat an earlier theme of a composition
reproach,(noun) a mild rebuke or criticism
reprobate,(noun) a person without moral scruples
repudiate,(verb) cast off
rescind,(verb) cancel officially
resolution,(noun) a formal expression by a meeting; agreed to by a vote
resolve,(noun) the trait of being resolute
reticent,(adj) temperamentally disinclined to talk
reverent,(adj) feeling or showing profound respect or veneration
riposte,(noun) a quick reply to a question or remark (especially a witty or critical one)
rococo,(noun) fanciful but graceful asymmetric ornamentation in art and architecture that originated in France in the 18th century
rubric,(noun) an authoritative rule of conduct or procedure
rue,(noun) European strong-scented perennial herb with grey-green bitter-tasting leaves; an irritant similar to poison ivy
ruse,(noun) a deceptive maneuver (especially to avoid capture)
sage,(noun) a mentor in spiritual and philosophical topics who is renowned for profound wisdom
salacious,(adj) characterized by lust
salubrious,(adj) promoting health; healthful
salutary,(adj) tending to promote physical well-being; beneficial to health
sanction,(noun) formal and explicit approval
sardonic,(adj) disdainfully or ironically humorous; scornful and mocking
sartorial,(adj) of or relating to the sartorius muscle
satiate,(verb) fill to satisfaction
saturate,"(verb) cause (a chemical compound, vapour, solution, magnetic material) to unite with the greatest possible amount of another substance"
saturnine,(adj) bitter or scornful
satyr,(noun) man with strong sexual desires
savor,(noun) the taste experience when a savoury condiment is taken into the mouth
schematic,(noun) diagram of an electrical or mechanical system
secrete,(verb) generate and separate from cells or bodily fluids
sedition,(noun) an illegal action inciting resistance to lawful authority and tending to cause the disruption or overthrow of the government
sedulous,(adj) marked by care and persistent effort
seismic,(adj) subject to or caused by an earthquake or earth vibration
sensual,(adj) marked by the appetites and passions of the body
sensuous,(adj) taking delight in beauty
sentient,(adj) endowed with feeling and unstructured consciousness
servile,(adj) submissive or fawning in attitude or behavior
sextant,(noun) a unit of angular distance equal to 60 degrees
shard,(noun) a broken piece of a brittle artifact
sidereal,(adj) of or relating to the stars or constellations
simian,(noun) an ape or monkey
simile,(noun) a figure of speech that expresses a resemblance between things of different kinds (usually formed with `like' or `as')
sinecure,(noun) a benefice to which no spiritual or pastoral duties are attached
singular,(noun) the form of a word that is used to denote a singleton
sinuous,(adj) curved or curving in and out
skeptic,(noun) someone who habitually doubts accepted beliefs
sobriety,(noun) the state of being sober and not intoxicated by alcohol
sodden,(adj) wet through and through; thoroughly wet
solicitous,(adj) full of anxiety and concern
soliloquy,(noun) speech you make to yourself
solvent,(noun) a liquid substance capable of dissolving other substances
somatic,(adj) affecting or characteristic of the body as opposed to the mind or spirit
soporific,(noun) a drug that induces sleep
sordid,(adj) morally degraded
specious,(adj) plausible but false
spendthrift,(noun) someone who spends money prodigally
sporadic,(adj) recurring in scattered and irregular or unpredictable instances
squalor,(noun) sordid dirtiness
staccato,(adj) (music) marked by or composed of disconnected parts or sounds; cut short crisply
stanch,(verb) stop the flow of a liquid
stentorian,(adj) used of the voice
stigma,(noun) the apical end of the style where deposited pollen enters the pistil
stint,(noun) an unbroken period of time during which you do something
stipulate,(verb) specify as a condition or requirement in a contract or agreement; make an express demand or provision in an agreement
stolid,(adj) having or revealing little emotion or sensibility; not easily aroused or excited
stratified,(adj) arranged in a sequence of grades or ranks
stricture,(noun) abnormal narrowing of a bodily canal or passageway
strident,(adj) conspicuously and offensively loud; given to vehement outcry
strut,(noun) a proud stiff pompous gait
stultify,(verb) prove to be of unsound mind or demonstrate someone's incompetence
stupefy,(verb) make dull or stupid or muddle with drunkenness or infatuation
stygian,(adj) hellish
subpoena,(noun) a writ issued by court authority to compel the attendance of a witness at a judicial proceeding; disobedience may be punishable as a contempt of court
subside,(verb) wear off or die down
substantiate,(verb) establish or strengthen as with new evidence or facts
substantive,(noun) any word or group of words functioning as a noun
subsume,(verb) contain or include
subversive,(noun) a radical supporter of political or social revolution
succor,(noun) assistance in time of difficulty
suffrage,(noun) a legal right guaranteed by the 15th amendment to the US Constitution; guaranteed to women by the 19th amendment
sundry,(adj) consisting of a haphazard assortment of different kinds
supersede,(verb) take the place or move into the position of
supine,(adj) lying face upward
supplant,(verb) take the place or move into the position of
suppliant,(noun) one praying humbly for something
supplicant,(noun) someone who prays to God
supposition,(noun) a message expressing an opinion based on incomplete evidence
syllogism,(noun) deductive reasoning in which a conclusion is derived from two premises
sylvan,(noun) a spirit that lives in or frequents the woods
tacit,(adj) implied by or inferred from actions or statements
talisman,(noun) a trinket or piece of jewelry usually hung about the neck and thought to be a magical protection against evil or disease
tangential,(adj) of superficial relevance if any
tautology,(noun) (logic) a statement that is necessarily true
taxonomy,(noun) a classification of organisms into groups based on similarities of structure or origin etc
tenet,(noun) a religious doctrine that is proclaimed as true without proof
tenuous,(adj) having thin consistency
terrestrial,(adj) of or relating to or inhabiting the land as opposed to the sea or air
theocracy,(noun) a political unit governed by a deity (or by officials thought to be divinely guided)
thespian,(noun) a theatrical performer
timbre,(noun) (music) the distinctive property of a complex sound (a voice or noise or musical sound)
tirade,(noun) a speech of violent denunciation
toady,(noun) a person who tries to please someone in order to gain a personal advantage
tome,(noun) a (usually) large and scholarly book
torpor,(noun) a state of motor and mental inactivity with a partial suspension of sensibility
torque,(noun) a twisting force
tortuous,(adj) highly complex or intricate and occasionally devious
tout,(noun) someone who buys tickets to an event in order to resell them at a profit
tractable,(adj) easily managed (controlled or taught or molded)
transgression,(noun) the act of transgressing; the violation of a law or a duty or moral principle
transient,(noun) one who stays for only a short time
translucent,(adj) allowing light to pass through diffusely
travail,(noun) concluding state of pregnancy; from the onset of contractions to the birth of a child
travesty,(noun) a comedy characterized by broad satire and improbable situations
treatise,(noun) a formal exposition
tremulous,(adj) (of the voice) quivering as from weakness or fear
trepidation,(noun) a feeling of alarm or dread
truculence,(noun) obstreperous and defiant aggressiveness
tryst,(noun) a date; usually with a member of the opposite sex
tumid,(adj) ostentatiously lofty in style
turbid,(adj) (of liquids) clouded as with sediment
turgid,(adj) ostentatiously lofty in style
tutelary,(adj) providing protective supervision; watching over or safeguarding
uncanny,(adj) suggesting the operation of supernatural influences
unfeigned,(adj) not pretended; sincerely felt or expressed
untenable,(adj) (of theories etc) incapable of being defended or justified
untoward,(adj) not in keeping with accepted standards of what is right or proper in polite society
usury,(noun) an exorbitant or unlawful rate of interest
vacillate,(verb) be undecided about something; waver between conflicting positions or courses of action
vacuous,(adj) devoid of intelligence
valedictory,(noun) a farewell oration (especially one delivered during graduation exercises by an outstanding member of a graduating class)
vapid,(adj) lacking taste or flavor or tang
variegated,(adj) having a variety of colors
vaunt,(noun) extravagant self-praise
venal,(adj) capable of being corrupted
vendetta,(noun) a feud in which members of the opposing parties murder each other
venerate,(verb) regard with feelings of respect and reverence; consider hallowed or exalted or be in awe of
veracious,(adj) habitually speaking the truth
verbose,(adj) using or containing too many words
vertigo,(noun) a reeling sensation; a feeling that you are about to fall
vexation,(noun) anger produced by some annoying irritation
viable,(adj) capable of being done with means at hand and circumstances as they are
vindictive,(adj) disposed to seek revenge or intended for revenge
virtuoso,(noun) someone who is dazzlingly skilled in any field
visage,(noun) the human face (`kisser' and `smiler' and `mug' are informal terms for `face' and `phiz' is British)
viscous,(adj) having a relatively high resistance to flow
vitiate,(verb) corrupt morally or by intemperance or sensuality
vituperative,(adj) marked by harshly abusive criticism
vivisection,(noun) the act of operating on living animals (especially in scientific research)
vogue,(noun) the popular taste at a given time
volatile,(noun) a volatile substance; a substance that changes readily from solid or liquid to a vapor
vortex,(noun) the shape of something rotating rapidly
wary,(adj) marked by keen caution and watchful prudence
welter,(noun) a confused multitude of things
whimsical,(adj) determined by chance or impulse or whim rather than by necessity or reason
wistful,(adj) showing pensive sadness
zealot,(noun) a member of an ancient Jewish sect in Judea in the first century who fought to the death against the Romans and who killed or persecuted Jews who collaborated with the Romans
